city,element_id,prevalence
Dhaka,F006,0.0010548879287064542
SaoPaulo,F006,0.0018592791521240008
Toronto,F006,0.0008803945706463547
HongKong,F006,0.0017740812951155102
Bogota,F006,0.0014055583078963771
Paris,F006,0.0036777718247203417
Mumbai,F006,0.0027403076868066545
NewDelhi,F006,0.0016728988665186519
Jakarta,F006,0.001489410677719823
Osaka,F006,0.0014449248415063063
KualaLumpur,F006,0.0022780610245195514
MexicoCity,F006,0.002225945237028981
Amsterdam,F006,0.00309618269334793
Lagos,F006,0.0018183231207055687
Lima,F006,0.0020907630018193136
Manila,F006,0.0018610639995012652
Moscow,F006,0.0027626211749708124
Singapore,F006,0.0010223393828787725
CapeTown,F006,0.0008707291096974756
Johannesburg,F006,0.000600550186693657
Seoul,F006,0.0027221622666430425
Taipei,F006,0.0016753150123685837
Bangkok,F006,0.0016956242675446019
Istanbul,F006,0.0044767355934817255
London,F006,0.0038084174566296175
LosAngeles,F006,0.0013430862386677098
NewYorkCity,F006,0.002082954639345617
BuenosAires,F007,0.03215597405641947
Sydney,F007,0.020594427611666476
Vienna,F007,0.022783188522933925
Dhaka,F007,0.039474910947365716
SaoPaulo,F007,0.03533149294767195
Toronto,F007,0.021482509120519085
HongKong,F007,0.03521681965690111
Bogota,F007,0.028966167516340915
Paris,F007,0.028279187570016073
Mumbai,F007,0.030980986349861888
NewDelhi,F007,0.031101140355097916
Jakarta,F007,0.046816329727630064
Osaka,F007,0.01961409465777843
KualaLumpur,F007,0.04257366503864225
MexicoCity,F007,0.030584255645832
Amsterdam,F007,0.028026306653684496
Lagos,F007,0.05552916047072095
Lima,F007,0.03803869620678728
Manila,F007,0.03958067914249588
Moscow,F007,0.03626000349131256
Singapore,F007,0.0432279370229284
CapeTown,F007,0.029743914491043244
Johannesburg,F007,0.035208623268095984
Seoul,F007,0.027197461462880337
Taipei,F007,0.03403534709338281
Bangkok,F007,0.03964359957721158
Istanbul,F007,0.022250343777309414
London,F007,0.037855078564547597
LosAngeles,F007,0.019020093277017962
NewYorkCity,F007,0.02179542262249029
BuenosAires,F008,0.029214037728868214
Sydney,F008,0.020286390445319998
Vienna,F008,0.020948070317235806
Dhaka,F008,0.02566813587438756
SaoPaulo,F008,0.012620585708857162
Toronto,F008,0.023946972757057584
HongKong,F008,0.02823702529763579
Bogota,F008,0.006426493855177153
Paris,F008,0.02475890117383469
Mumbai,F008,0.022533454906272628
NewDelhi,F008,0.022755548834555717
Jakarta,F008,0.015445192724226842
Osaka,F008,0.01898324015194913
KualaLumpur,F008,0.014389058908034484
MexicoCity,F008,0.015832320388970634
Amsterdam,F008,0.02966522474168875
Lagos,F008,0.008463074300071788
Lima,F008,0.0130991389225352
Manila,F008,0.013544166001953378
Moscow,F008,0.02065840069057522
Singapore,F008,0.02517908038540706
CapeTown,F008,0.022282349705279383
Johannesburg,F008,0.021507482344392214
Seoul,F008,0.024497446966158208
Taipei,F008,0.016982645330859615
Bangkok,F008,0.014307029336535115
Istanbul,F008,0.01745633706883257
London,F008,0.015025216750722502
LosAngeles,F008,0.024560725652143876
NewYorkCity,F008,0.02116417417169297
BuenosAires,F009,0.025321623531025288
Sydney,F009,0.0136297433317364
Vienna,F009,0.011058395635481916
Dhaka,F009,0.005356821367488394
SaoPaulo,F009,0.012614997493286158
Toronto,F009,0.016952704738822957
HongKong,F009,0.008949165237489813
Bogota,F009,0.02103822735045467
Paris,F009,0.013359066777068824
Mumbai,F009,0.0028882512269033764
NewDelhi,F009,0.003902141860449131
Jakarta,F009,0.0048606659707824545
Osaka,F009,0.005720894285266247
KualaLumpur,F009,0.006841781942846905
MexicoCity,F009,0.010065734757852985
Amsterdam,F009,0.007696859897531289
Lagos,F009,0.011273683468362218
Lima,F009,0.025017975977338205
Manila,F009,0.007029842562857366
Moscow,F009,0.012750497672191375
Singapore,F009,0.007596935154473429
CapeTown,F009,0.01645749978411675
Johannesburg,F009,0.014522284831910828
Seoul,F009,0.008640046389510816
Taipei,F009,0.009549818980622552
Bangkok,F009,0.005376661695815864
Istanbul,F009,0.011345856037629158
London,F009,0.012741947235062213
LosAngeles,F009,0.01148089716875493
NewYorkCity,F009,0.010512269685202016
BuenosAires,F010,0.03174891117656721
Sydney,F010,0.022268803886475685
Vienna,F010,0.040524954536269954
Dhaka,F010,0.02604869925285804
SaoPaulo,F010,0.03380511178027775
Toronto,F010,0.030100518058307206
HongKong,F010,0.034426017394435134
Bogota,F010,0.03692926661659182
Paris,F010,0.04017786112058189
Mumbai,F010,0.03662831755566878
NewDelhi,F010,0.051380850420329804
Jakarta,F010,0.03598403409299805
Osaka,F010,0.055847625234820286
KualaLumpur,F010,0.02442676529732376
MexicoCity,F010,0.03720771223850042
Amsterdam,F010,0.027325931559426524
Lagos,F010,0.020453831658291458
Lima,F010,0.03194335194470316
Manila,F010,0.03671934819200649
Moscow,F010,0.02796453274867194
Singapore,F010,0.01983000439352462
CapeTown,F010,0.02842582731258935
Johannesburg,F010,0.025193506110121684
Seoul,F010,0.046906963258863135
Taipei,F010,0.031731939935064936
Bangkok,F010,0.0315007711737488
Istanbul,F010,0.054945734591065644
London,F010,0.029161978158974814
LosAngeles,F010,0.028215655308805408
NewYorkCity,F010,0.03507270924564158
BuenosAires,F011,0.025580373588835394
Sydney,F011,0.019248517496030366
Vienna,F011,0.013984239240250556
Dhaka,F011,0.018563616372825123
SaoPaulo,F011,0.017146641163115223
Toronto,F011,0.019682448851359582
HongKong,F011,0.027883816360284367
Bogota,F011,0.018740111549709938
Paris,F011,0.014834072053642459
Mumbai,F011,0.026646374712828626
NewDelhi,F011,0.024718004412947397
Jakarta,F011,0.014473299306406983
Osaka,F011,0.021327842725611494
KualaLumpur,F011,0.016156795868774727
MexicoCity,F011,0.020158659074915233
Amsterdam,F011,0.013165033400020345
Lagos,F011,0.022564192134140088
Lima,F011,0.02682723597833553
Manila,F011,0.01623965165293814
Moscow,F011,0.017212731439589884
Singapore,F011,0.019943865883235243
CapeTown,F011,0.017118342400429847
Johannesburg,F011,0.0213988074962937
Seoul,F011,0.017778618945605076
Taipei,F011,0.02226747706658421
Bangkok,F011,0.019366759377824044
Istanbul,F011,0.01738766192875135
London,F011,0.012031992487594007
LosAngeles,F011,0.027111545239996336
NewYorkCity,F011,0.022351896224076677
BuenosAires,F012,0.007329523979631706
Sydney,F012,0.009539137944570935
Vienna,F012,0.011888462315619318
Dhaka,F012,0.009781724599102402
SaoPaulo,F012,0.009167068485976771
Toronto,F012,0.015968522187385793
HongKong,F012,0.016898174564777473
Bogota,F012,0.013490243395713806
Paris,F012,0.013373272936859708
Mumbai,F012,0.009788856409843833
NewDelhi,F012,0.010420175143145841
Jakarta,F012,0.00869908549305208
Osaka,F012,0.00795068693935156
KualaLumpur,F012,0.013022862198104923
MexicoCity,F012,0.008691462478408291
Amsterdam,F012,0.016924856816688223
Lagos,F012,0.010353906009640037
Lima,F012,0.014578236118282736
Manila,F012,0.007508995608896022
Moscow,F012,0.012615169272605848
Singapore,F012,0.01307797781994274
CapeTown,F012,0.010274843364708366
Johannesburg,F012,0.011033335604151056
Seoul,F012,0.012547315690285585
Taipei,F012,0.01309290288084931
Bangkok,F012,0.008640179589282123
Istanbul,F012,0.01518804940112065
London,F012,0.017132009487650673
LosAngeles,F012,0.011294535920327354
NewYorkCity,F012,0.010865487895563084
BuenosAires,F013,0.0432148478677241
Sydney,F013,0.05274405436195048
Vienna,F013,0.05483855324307941
Dhaka,F013,0.04953753713205509
SaoPaulo,F013,0.04069019252200959
Toronto,F013,0.05331376188552707
HongKong,F013,0.052245990937920414
Bogota,F013,0.05275318428076007
Paris,F013,0.048427175166009126
Mumbai,F013,0.04721097374560863
NewDelhi,F013,0.03707442896323231
Jakarta,F013,0.0398684107464557
Osaka,F013,0.055656408713712864
KualaLumpur,F013,0.05291692596141694
MexicoCity,F013,0.04098906020088286
Amsterdam,F013,0.062432687292814114
Lagos,F013,0.03542104655932725
Lima,F013,0.039034010388265025
Manila,F013,0.04412563960337797
Moscow,F013,0.06425776777006023
Singapore,F013,0.06625974260061251
CapeTown,F013,0.0433689460739632
Johannesburg,F013,0.04314553670776847
Seoul,F013,0.051846721324678255
Taipei,F013,0.052471864692846835
Bangkok,F013,0.05442003902171102
Istanbul,F013,0.04530711843931527
London,F013,0.049494855459042
LosAngeles,F013,0.045014675948313675
NewYorkCity,F013,0.05229075435842353
BuenosAires,F014,0.0012056397146652676
Sydney,F014,0.0013491146635304825
Vienna,F014,0.0015166700343503738
Dhaka,F014,0.0016701387549348662
SaoPaulo,F014,0.0012904786386468215
Toronto,F014,0.001101595209242981
HongKong,F014,0.0010005577406200727
Bogota,F014,0.0009149313601713199
Paris,F014,0.001891042813306707
Mumbai,F014,0.001672521833963546
NewDelhi,F014,0.0016711804290594648
Jakarta,F014,0.001616891763363135
Osaka,F014,0.0019649697733884206
KualaLumpur,F014,0.0017393411860315185
MexicoCity,F014,0.0012255293967116628
Amsterdam,F014,0.001533962742467032
Lagos,F014,0.0012494712080812224
Lima,F014,0.0008778872154205736
Manila,F014,0.0016488619415808933
Moscow,F014,0.0015690887514073352
Singapore,F014,0.0011317751609752015
CapeTown,F014,0.0010582277104541863
Johannesburg,F014,0.001078232914529665
Seoul,F014,0.0015930286874023484
Taipei,F014,0.0016310264636157494
Bangkok,F014,0.0022476601343087697
Istanbul,F014,0.0012237026422659745
London,F014,0.0018161727205757352
LosAngeles,F014,0.0009189537422463278
NewYorkCity,F014,0.0012368834173345452
BuenosAires,F015,0.009537072623845193
Sydney,F015,0.013459501724847904
Vienna,F015,0.01120913315821378
Dhaka,F015,0.0068232160539073855
SaoPaulo,F015,0.008336819315427626
Toronto,F015,0.013181474286227214
HongKong,F015,0.008415132612074522
Bogota,F015,0.006339795119300657
Paris,F015,0.010859188544152744
Mumbai,F015,0.009084001537540114
NewDelhi,F015,0.007896649734329568
Jakarta,F015,0.004357135663852758
Osaka,F015,0.008180306778505663
KualaLumpur,F015,0.006575021636780447
MexicoCity,F015,0.007869378158787025
Amsterdam,F015,0.012220435290185383
Lagos,F015,0.0050800078197107985
Lima,F015,0.005650569520785377
Manila,F015,0.007026245917807869
Moscow,F015,0.009639546001245981
Singapore,F015,0.007158387367248768
CapeTown,F015,0.0072428830488471835
Johannesburg,F015,0.006964111347924959
Seoul,F015,0.010553613710677642
Taipei,F015,0.008002135513296227
Bangkok,F015,0.006689493196746701
Istanbul,F015,0.008588408600215905
London,F015,0.01111763229686956
LosAngeles,F015,0.013929700038718155
NewYorkCity,F015,0.01930554407998017
BuenosAires,F016,0.006606698317367113
Sydney,F016,0.005023529392914424
Vienna,F016,0.0063705799151343705
Dhaka,F016,0.0033917158545837996
SaoPaulo,F016,0.0034163955051587213
Toronto,F016,0.005356100970077004
HongKong,F016,0.00957401153735496
Bogota,F016,0.001860227254566666
Paris,F016,0.0065003328300293865
Mumbai,F016,0.0058569551342218884
NewDelhi,F016,0.005936342202761873
Jakarta,F016,0.002886507465835868
Osaka,F016,0.007735068309901976
KualaLumpur,F016,0.0046405094921875625
MexicoCity,F016,0.004145608086494786
Amsterdam,F016,0.007286726701124314
Lagos,F016,0.00321521510614296
Lima,F016,0.002981921072992924
Manila,F016,0.0026367404485096303
Moscow,F016,0.004621184579929437
Singapore,F016,0.008731929014804407
CapeTown,F016,0.007695438306963594
Johannesburg,F016,0.007790121294106579
Seoul,F016,0.006279094115941562
Taipei,F016,0.006388019222840651
Bangkok,F016,0.003691415542903126
Istanbul,F016,0.004689186757826556
London,F016,0.005005302398627043
LosAngeles,F016,0.0073452036880248435
NewYorkCity,F016,0.005281335206147236
BuenosAires,F017,0.012612968919692593
Sydney,F017,0.021496107275445313
Vienna,F017,0.00905597090321277
Dhaka,F017,0.01135581831976647
SaoPaulo,F017,0.009662423880520759
Toronto,F017,0.016864545064019954
HongKong,F017,0.00946350817242704
Bogota,F017,0.00451832259920413
Paris,F017,0.009474290909681295
Mumbai,F017,0.011737152153897038
NewDelhi,F017,0.012580680638708834
Jakarta,F017,0.01415799342373434
Osaka,F017,0.02121503297884937
KualaLumpur,F017,0.017218237926196582
MexicoCity,F017,0.008646279828545838
Amsterdam,F017,0.012869543734892486
Lagos,F017,0.010069480053327863
Lima,F017,0.00562000633783899
Manila,F017,0.012012794465322748
Moscow,F017,0.009539050651257914
Singapore,F017,0.01585772705107593
CapeTown,F017,0.020751177763065735
Johannesburg,F017,0.021870813179826056
Seoul,F017,0.009931462719262922
Taipei,F017,0.015181309266130694
Bangkok,F017,0.014239172433172924
Istanbul,F017,0.005990399938312857
London,F017,0.00901529195573509
LosAngeles,F017,0.014558669252161227
NewYorkCity,F017,0.01567710485003718
BuenosAires,F018,0.010796136849676183
Sydney,F018,0.007852344046671036
Vienna,F018,0.00975429379672661
Dhaka,F018,0.006789459640188779
SaoPaulo,F018,0.009632886169645452
Toronto,F018,0.009125728519494508
HongKong,F018,0.006985821815534121
Bogota,F018,0.011823789813497835
Paris,F018,0.011321903463055867
Mumbai,F018,0.006324921558636595
NewDelhi,F018,0.0036748785064716354
Jakarta,F018,0.00856760813513155
Osaka,F018,0.005912910875499643
KualaLumpur,F018,0.010685210040745937
MexicoCity,F018,0.007267209391593628
Amsterdam,F018,0.006327596312676507
Lagos,F018,0.014220897215670188
Lima,F018,0.01006131939652191
Manila,F018,0.010144537175722486
Moscow,F018,0.010828674246124723
Singapore,F018,0.005463742156432008
CapeTown,F018,0.01466446945491878
Johannesburg,F018,0.014058794714833955
Seoul,F018,0.008187426509672534
Taipei,F018,0.009925063775510204
Bangkok,F018,0.009722297618781513
Istanbul,F018,0.008626963064822907
London,F018,0.0134595924843559
LosAngeles,F018,0.005581599718530252
NewYorkCity,F018,0.006508303726348839
BuenosAires,F019,0.006778135181555626
Sydney,F019,0.007784247403915637
Vienna,F019,0.008634875732471207
Dhaka,F019,0.004905128402967992
SaoPaulo,F019,0.00829331106562481
Toronto,F019,0.008052184115870664
HongKong,F019,0.006637033012779814
Bogota,F019,0.013169018586291211
Paris,F019,0.008251343496825938
Mumbai,F019,0.004188008974943459
NewDelhi,F019,0.0069038224922842156
Jakarta,F019,0.0063544725480072185
Osaka,F019,0.009354008186307296
KualaLumpur,F019,0.006215075196810715
MexicoCity,F019,0.006816582432345979
Amsterdam,F019,0.007396122465126568
Lagos,F019,0.013419697338734488
Lima,F019,0.0070914627378499285
Manila,F019,0.007352341735629005
Moscow,F019,0.0069077540770683225
Singapore,F019,0.004886790296908922
CapeTown,F019,0.0067135693017216285
Johannesburg,F019,0.005969412085291914
Seoul,F019,0.008287695504405394
Taipei,F019,0.008369730467944753
Bangkok,F019,0.007357684115736734
Istanbul,F019,0.013601292217138745
London,F019,0.0068044750625359226
LosAngeles,F019,0.007777368996878449
NewYorkCity,F019,0.007831942493596629
BuenosAires,F020,0.0036300759265963166
Sydney,F020,0.0027222634362687524
Vienna,F020,0.0032547989492826834
Dhaka,F020,0.01499749238069519
SaoPaulo,F020,0.0038087680698942073
Toronto,F020,0.001663813499009406
HongKong,F020,0.0046419449878084655
Bogota,F020,0.0036325571732216773
Paris,F020,0.00399842514571461
Mumbai,F020,0.003876478318002628
NewDelhi,F020,0.005101181597596937
Jakarta,F020,0.00931810806879343
Osaka,F020,0.0036379143157968846
KualaLumpur,F020,0.008156386329714138
MexicoCity,F020,0.003801740131789393
Amsterdam,F020,0.00882472618765047
Lagos,F020,0.005171344605681469
Lima,F020,0.0039044466214009843
Manila,F020,0.0060483580915721815
Moscow,F020,0.004081872880989483
Singapore,F020,0.005488284739019809
CapeTown,F020,0.0028756448512644362
Johannesburg,F020,0.005243966923917875
Seoul,F020,0.005511170529774657
Taipei,F020,0.0072286964028035455
Bangkok,F020,0.006981677039459189
Istanbul,F020,0.003682754587981288
London,F020,0.0036141310947226967
LosAngeles,F020,0.0012358481926975308
NewYorkCity,F020,0.0017966619846319094
BuenosAires,F021,0.04567556490440202
Sydney,F021,0.03758293770519121
Vienna,F021,0.042727015558698726
Dhaka,F021,0.06453020716793334
SaoPaulo,F021,0.04342362825274062
Toronto,F021,0.046006927747536334
HongKong,F021,0.039880061656859325
Bogota,F021,0.036379908267143976
Paris,F021,0.03949434188950043
Mumbai,F021,0.056349057362761135
NewDelhi,F021,0.06069607027721833
Jakarta,F021,0.056547252722660306
Osaka,F021,0.04652361964073696
KualaLumpur,F021,0.04454817123212066
MexicoCity,F021,0.04347010747872817
Amsterdam,F021,0.03749731556520068
Lagos,F021,0.03187012870474823
Lima,F021,0.03478492366442912
Manila,F021,0.051000027174651484
Moscow,F021,0.06580443524816346
Singapore,F021,0.04502920164990529
CapeTown,F021,0.03618163297288826
Johannesburg,F021,0.04015413986290749
Seoul,F021,0.04588091748143614
Taipei,F021,0.045858779117707686
Bangkok,F021,0.047402437739295374
Istanbul,F021,0.04189504832159564
London,F021,0.032100964146070964
LosAngeles,F021,0.03156855121801535
NewYorkCity,F021,0.040373874246054695
BuenosAires,F022,0.027276003782774342
Sydney,F022,0.019882216842142367
Vienna,F022,0.026344716104263487
Dhaka,F022,0.04000255584275298
SaoPaulo,F022,0.027812548896886245
Toronto,F022,0.021943744510056616
HongKong,F022,0.027070511594414877
Bogota,F022,0.03779945024211721
Paris,F022,0.029713603818615753
Mumbai,F022,0.04104248795444591
NewDelhi,F022,0.04273796921934823
Jakarta,F022,0.03480353526230732
Osaka,F022,0.0312747021342644
KualaLumpur,F022,0.02679081352694719
MexicoCity,F022,0.03912937432026102
Amsterdam,F022,0.025132364837698668
Lagos,F022,0.03680271574710286
Lima,F022,0.042986312519805746
Manila,F022,0.03563795691379082
Moscow,F022,0.022053724573875694
Singapore,F022,0.02367554544883958
CapeTown,F022,0.026767524122954307
Johannesburg,F022,0.030516546151126162
Seoul,F022,0.03271749110062336
Taipei,F022,0.03199485286538858
Bangkok,F022,0.03400509006606867
Istanbul,F022,0.03597051226031975
London,F022,0.029168049607784408
LosAngeles,F022,0.025472048222579594
NewYorkCity,F022,0.02569445592001983
BuenosAires,F023,0.0045502533278686174
Sydney,F023,0.005855910708477471
Vienna,F023,0.006675692059001819
Dhaka,F023,0.0033800618546095187
SaoPaulo,F023,0.004233472453290501
Toronto,F023,0.008215279514256222
HongKong,F023,0.005063465096206239
Bogota,F023,0.0043273456602688064
Paris,F023,0.006408195736528502
Mumbai,F023,0.007386003021445109
NewDelhi,F023,0.011449089571834123
Jakarta,F023,0.003908753914348696
Osaka,F023,0.009157591215881052
KualaLumpur,F023,0.004265765254130185
MexicoCity,F023,0.0040284530740195765
Amsterdam,F023,0.005880728745331506
Lagos,F023,0.006883508742693057
Lima,F023,0.004023884323178313
Manila,F023,0.0038683915643487753
Moscow,F023,0.0028591127261545753
Singapore,F023,0.0039014659566215886
CapeTown,F023,0.007784590093677339
Johannesburg,F023,0.008551250733960727
Seoul,F023,0.004976805244591917
Taipei,F023,0.0032117250309214593
Bangkok,F023,0.00402710763541843
Istanbul,F023,0.0060988343700200485
London,F023,0.006854260942774571
LosAngeles,F023,0.004571071914556581
NewYorkCity,F023,0.0073894902090390815
BuenosAires,F024,0.0049991786978134225
Sydney,F024,0.005647214526856514
Vienna,F024,0.007192160032329763
Dhaka,F024,0.008073007085631984
SaoPaulo,F024,0.0032291902835300916
Toronto,F024,0.004158732295934396
HongKong,F024,0.006599662783913282
Bogota,F024,0.0029074041519505218
Paris,F024,0.007285324631045736
Mumbai,F024,0.007826257967050158
NewDelhi,F024,0.008354613317202934
Jakarta,F024,0.006289732937116258
Osaka,F024,0.012134648433624665
KualaLumpur,F024,0.0054759851734061974
MexicoCity,F024,0.003603416288145352
Amsterdam,F024,0.013226391909719026
Lagos,F024,0.015117439877961235
Lima,F024,0.005937702581623806
Manila,F024,0.004738380039099528
Moscow,F024,0.005651762392157679
Singapore,F024,0.008206074007554288
CapeTown,F024,0.008138398753953861
Johannesburg,F024,0.009340359892168599
Seoul,F024,0.004476668331105133
Taipei,F024,0.0069214949237270664
Bangkok,F024,0.0045707611788260915
Istanbul,F024,0.005997227291420346
London,F024,0.005746828679905123
LosAngeles,F024,0.003950938794788954
NewYorkCity,F024,0.003257869949599273
BuenosAires,F025,0.012229428772368524
Sydney,F025,0.014446502476314385
Vienna,F025,0.010728632046878158
Dhaka,F025,0.0142387767961627
SaoPaulo,F025,0.011969558594835212
Toronto,F025,0.01420893522347676
HongKong,F025,0.013321080184456236
Bogota,F025,0.012777475908139293
Paris,F025,0.012457990356046953
Mumbai,F025,0.020885515835769263
NewDelhi,F025,0.016641348354767976
Jakarta,F025,0.01383709275987359
Osaka,F025,0.011116960505387666
KualaLumpur,F025,0.013676364956894414
MexicoCity,F025,0.01235125711726697
Amsterdam,F025,0.012953104336916347
Lagos,F025,0.019579321992616142
Lima,F025,0.014198609214317082
Manila,F025,0.013963374963833736
Moscow,F025,0.010689742427615322
Singapore,F025,0.010507846384354546
CapeTown,F025,0.01401082294695029
Johannesburg,F025,0.014683269588235867
Seoul,F025,0.013209735354283781
Taipei,F025,0.016029636286332714
Bangkok,F025,0.012704009784167148
Istanbul,F025,0.012171564154629106
London,F025,0.01423188077293591
LosAngeles,F025,0.015691295805104692
NewYorkCity,F025,0.01239568701974717
BuenosAires,F026,0.00032333789966717326
