,BuenosAires,Sydney,Vienna,Dhaka,SaoPaulo,Toronto,HongKong,Bogota,Paris,Mumbai,NewDelhi,Jakarta,Osaka,KualaLumpur,MexicoCity,Amsterdam,Lagos,Lima,Manila,Moscow,Singapore,CapeTown,Johannesburg,Seoul,Taipei,Bangkok,Istanbul,London,LosAngeles,NewYorkCity
NewDelhi,0.3510047254685393,0.26480936570050945,0.3237521289831678,0.47905790638659385,0.4501012049777938,0.2247500009186575,0.40014166150645486,0.3998239422717811,0.37009749724479757,0.4995625470711055,1.0,0.47470854393665085,0.43643649446827093,0.46278807063512983,0.46172748309589384,0.4336327569424193,0.3359767061735569,0.38358339734198243,0.5558538984664791,0.30965183296627363,0.3207113303359828,0.3772435926482315,0.3952426408646865,0.404445292353916,0.5067719104936392,0.4609802159625063,0.46416614201188144,0.33744559556285547,0.22422900052966677,0.23123877233110796
Jakarta,0.2904279042847156,0.26998183888121086,0.254898058188869,0.5048707621746025,0.4761280897089921,0.1974301995567326,0.3055286964019624,0.37088303565694697,0.3003240370695679,0.33924570205111965,0.47470854393665085,1.0,0.362411449131478,0.5062068098961368,0.3929384578577769,0.3507533423573993,0.31102720898887487,0.31629378964417293,0.6355157064810373,0.24518706119556666,0.33161332538059507,0.37767037273825754,0.3479746504944198,0.3347889068857367,0.38254028686467156,0.5332900721538787,0.3753725061867648,0.2013809657634817,0.24408618220899073,0.2352661213903456
Osaka,0.3429640306473784,0.36276374410303763,0.31034424347039297,0.2805845983979384,0.4538819470501021,0.3083027036042447,0.44370779741754984,0.4440086555073612,0.35993958078937166,0.3174390044762719,0.43643649446827093,0.362411449131478,0.9999999999999997,0.3985832081748476,0.4339700214078565,0.4048505638054672,0.3576264446577062,0.2904874741180956,0.4828526750431153,0.32206446217787316,0.339972040660347,0.42701213243953495,0.37573867582874043,0.6002458846724309,0.5901556633825613,0.3806173461165498,0.5050669366688878,0.33915951465527433,0.3333326505557918,0.2631370814615664
KualaLumpur,0.3071979651759405,0.3738601826316578,0.28403884076413977,0.3639252605218573,0.40208032543654915,0.24577555000629747,0.42234201448229297,0.3718942567673199,0.34152649027252746,0.301502653473604,0.46278807063512983,0.5062068098961368,0.3985832081748476,1.0,0.40411457974537573,0.380781424615689,0.3054911966852283,0.23224428267540065,0.5174433513613356,0.42090517806334576,0.5468205684328332,0.4010633284911739,0.4837380771968437,0.35559143940521976,0.4484827178281065,0.48426350916601635,0.3373369564003057,0.29023696436985547,0.31513243676486336,0.2895115314781491
MexicoCity,0.48006384192224544,0.40451403219696064,0.3499255784033094,0.320278951266581,0.652515447591998,0.3238184893788127,0.33312081683317435,0.5731653270212553,0.40256668503793946,0.34561562986026684,0.46172748309589384,0.3929384578577769,0.4339700214078565,0.40411457974537573,1.0,0.3518674835106618,0.4086830157422494,0.4879898113670992,0.551614412724606,0.3733641829459755,0.2960635528785849,0.44584781308096666,0.4347281439862914,0.46348394452308955,0.43258835744323376,0.4220639756925713,0.5221508293836492,0.3706833014914778,0.3992980013600911,0.3706020702211817
Amsterdam,0.32332610497376646,0.25824052823657695,0.39601353504234504,0.3697375145897135,0.3390040711139074,0.25661647423569595,0.36103301987755876,0.34968091352756137,0.46119118858934954,0.26833634626637737,0.4336327569424193,0.3507533423573993,0.4048505638054672,0.380781424615689,0.3518674835106618,1.0,0.29503058730259135,0.3257034942634054,0.4290194464624543,0.3185814261363281,0.3780012277337892,0.30753806892427005,0.3296096288586625,0.44816708784950926,0.4819819280278076,0.3826887032372458,0.4912159992505538,0.4827251211832693,0.2406439878024475,0.35069762035587876
Lagos,0.2813687555966861,0.27519816362144645,0.24692189849918178,0.2552470644993458,0.34707833785258935,0.2122401350017037,0.2962733125157746,0.26928422188092466,0.2984421455305816,0.19880265756287857,0.3359767061735569,0.31102720898887487,0.3576264446577062,0.3054911966852283,0.4086830157422494,0.29503058730259135,1.0,0.32910781436798026,0.2980860222283315,0.3924553068495411,0.2589396593613235,0.4112256501502153,0.41431392292831126,0.32831144785541805,0.29731051942957926,0.3302539116506387,0.2621041957833089,0.23981560997579318,0.23950042669841248,0.1687866627722786
Lima,0.3913239261006711,0.27855455859825945,0.20690311131737577,0.27199976615420335,0.4671224082752988,0.19944318935066643,0.3052450607637212,0.5621492125394394,0.21996270304747365,0.285992960260075,0.38358339734198243,0.31629378964417293,0.2904874741180956,0.23224428267540065,0.4879898113670992,0.3257034942634054,0.32910781436798026,1.0,0.3982608374329334,0.2472960070075518,0.24637169852632468,0.3378931457755992,0.24382609064033522,0.45063772244633415,0.4432590236950762,0.345406574211362,0.3893234013381756,0.19253862445666342,0.2503470062653705,0.262107319419687
Manila,0.3942276105819714,0.31311186104718863,0.3017587395105093,0.4207964330768687,0.5621248545861127,0.2922295662167677,0.3672152343127549,0.48352547283705566,0.3898138665593332,0.3324709979562926,0.5558538984664791,0.6355157064810373,0.4828526750431153,0.5174433513613356,0.551614412724606,0.4290194464624543,0.2980860222283315,0.3982608374329334,0.9999999999999999,0.3425763821897642,0.3294930133097279,0.39915841125335405,0.380722648792018,0.47995985052959206,0.5668016796291466,0.6083820283353893,0.44381674641992125,0.31794152024515504,0.2983508932896574,0.3420285874950769
Moscow,0.3802559905387495,0.4208733935849418,0.4180404270844262,0.2547612944255351,0.35253056937810023,0.3692926574180239,0.3411993900962749,0.25763139495927373,0.4138960796267088,0.18615754816991614,0.30965183296627363,0.24518706119556666,0.32206446217787316,0.42090517806334576,0.3733641829459755,0.3185814261363281,0.3924553068495411,0.2472960070075518,0.3425763821897642,0.9999999999999999,0.3711172662273061,0.4478005958001613,0.48067324433955116,0.4341533101293431,0.42507791912021675,0.3669623347183643,0.357369198332414,0.3760084230608449,0.4154750879581164,0.3716651977451032
Singapore,0.30516287483587795,0.4228281244781019,0.2411892311735153,0.23352725600576624,0.40890717725845704,0.3130565985255973,0.36036524117754265,0.3573506285792625,0.3243413761816779,0.28736828231912825,0.3207113303359828,0.33161332538059507,0.339972040660347,0.5468205684328332,0.2960635528785849,0.3780012277337892,0.2589396593613235,0.24637169852632468,0.3294930133097279,0.3711172662273061,1.0,0.43220958418617494,0.4490102219552906,0.36292467899178027,0.3848539600945617,0.27862364780744153,0.32529219904645923,0.2900046159523893,0.388496359741361,0.3167957287368279
CapeTown,0.41559612495889214,0.505855608470964,0.34351321732593626,0.27263549057377984,0.5194515318937017,0.45368863320894803,0.35155159046213585,0.4257871611939157,0.40899169757455744,0.27486878456771835,0.3772435926482315,0.37767037273825754,0.42701213243953495,0.4010633284911739,0.44584781308096666,0.30753806892427005,0.4112256501502153,0.3378931457755992,0.39915841125335405,0.4478005958001613,0.43220958418617494,0.9999999999999999,0.664285267389776,0.4087122600614063,0.38887634947907185,0.35484048787346406,0.38673204189513566,0.3544052551278299,0.48770571931602064,0.379085486950749
Johannesburg,0.4367642562126872,0.5022355633004775,0.355446950710773,0.2905481913230412,0.40488694569559336,0.5023932279044997,0.308824797942132,0.3250497723871844,0.4061422272798986,0.23638158425471825,0.3952426408646865,0.3479746504944198,0.37573867582874043,0.4837380771968437,0.4347281439862914,0.3296096288586625,0.41431392292831126,0.24382609064033522,0.380722648792018,0.48067324433955116,0.4490102219552906,0.664285267389776,1.0,0.35187906502452715,0.33880912130087,0.36195656596844095,0.3715525825126959,0.39031986257256507,0.4834192701476582,0.38719003355432385
Seoul,0.3713519665752842,0.33376595075093973,0.3856513388775418,0.3026284734458802,0.4925967777509696,0.3412932593713829,0.48619588817521825,0.4724217356813888,0.4537176557741815,0.35727400668534937,0.404445292353916,0.3347889068857367,0.6002458846724309,0.35559143940521976,0.46348394452308955,0.44816708784950926,0.32831144785541805,0.45063772244633415,0.47995985052959206,0.4341533101293431,0.36292467899178027,0.4087122600614063,0.35187906502452715,1.0,0.6227241713060148,0.43546716903161803,0.5669748491236727,0.3554893798545937,0.3337895266998981,0.3579818166528788
Taipei,0.4122915760410353,0.36884108474077426,0.32092283566037305,0.4192312468446144,0.505864332992323,0.28767564613437907,0.5504481263033841,0.46433867533098,0.410097463179694,0.3592248579709359,0.5067719104936392,0.38254028686467156,0.5901556633825613,0.4484827178281065,0.43258835744323376,0.4819819280278076,0.29731051942957926,0.4432590236950762,0.5668016796291466,0.42507791912021675,0.3848539600945617,0.38887634947907185,0.33880912130087,0.6227241713060148,0.9999999999999998,0.5280562207761663,0.6070272875200283,0.3724472139377254,0.3263103548517385,0.3502248298436918
Bangkok,0.26124552690575115,0.30052820469094754,0.2611351144343733,0.48470680703025437,0.4099238662383625,0.20303862994786975,0.368484635342038,0.400919894062758,0.3049663876845013,0.3265675176720599,0.4609802159625063,0.5332900721538787,0.3806173461165498,0.48426350916601635,0.4220639756925713,0.3826887032372458,0.3302539116506387,0.345406574211362,0.6083820283353893,0.3669623347183643,0.27862364780744153,0.35484048787346406,0.36195656596844095,0.43546716903161803,0.5280562207761663,1.0,0.348031777157111,0.23101476985908712,0.2653981707814216,0.25474720241504
Istanbul,0.45686555221816083,0.31871837589747254,0.5134431412433519,0.40268373549237024,0.5477480317697252,0.3302580552937427,0.4446660918964267,0.5304327493489637,0.5500485406432847,0.41106766385701243,0.46416614201188144,0.3753725061867648,0.5050669366688878,0.3373369564003057,0.5221508293836492,0.4912159992505538,0.2621041957833089,0.3893234013381756,0.44381674641992125,0.357369198332414,0.32529219904645923,0.38673204189513566,0.3715525825126959,0.5669748491236727,0.6070272875200283,0.348031777157111,0.9999999999999999,0.4438316574094936,0.3148623288873915,0.3559154774516283
London,0.34716438458718935,0.3153808910081496,0.46921258182373987,0.18486346537687195,0.3439942037353315,0.4152589544005304,0.33471420541488583,0.25644440296595505,0.6243916218798994,0.25637341871000274,0.33744559556285547,0.2013809657634817,0.33915951465527433,0.29023696436985547,0.3706833014914778,0.4827251211832693,0.23981560997579318,0.19253862445666342,0.31794152024515504,0.3760084230608449,0.2900046159523893,0.3544052551278299,0.39031986257256507,0.3554893798545937,0.3724472139377254,0.23101476985908712,0.4438316574094936,1.0,0.36743122801188266,0.43791005357014445
LosAngeles,0.39965710440969315,0.6364255398732866,0.28232254661221423,0.15439628688763327,0.4633023741000971,0.580082053170791,0.2663156005307936,0.2920113443458577,0.3301778958600735,0.19368703039475604,0.22422900052966677,0.24408618220899073,0.3333326505557918,0.31513243676486336,0.3992980013600911,0.2406439878024475,0.23950042669841248,0.2503470062653705,0.2983508932896574,0.4154750879581164,0.388496359741361,0.48770571931602064,0.4834192701476582,0.3337895266998981,0.3263103548517385,0.2653981707814216,0.3148623288873915,0.36743122801188266,1.0,0.5511947724309784
NewYorkCity,0.37696331794130405,0.5696258301360516,0.3053001624028457,0.16431054903872266,0.44086749020634,0.6017734315991938,0.24385762320921284,0.28424124860279276,0.36646055974118186,0.18273422052442723,0.23123877233110796,0.2352661213903456,0.2631370814615664,0.2895115314781491,0.3706020702211817,0.35069762035587876,0.1687866627722786,0.262107319419687,0.3420285874950769,0.3716651977451032,0.3167957287368279,0.379085486950749,0.38719003355432385,0.3579818166528788,0.3502248298436918,0.25474720241504,0.3559154774516283,0.43791005357014445,0.5511947724309784,0.9999999999999997
