panoid,heading,jpg_offset,jpg_size,lat,lon,year,month,place_id,split,tar_path,city_key,clean_direction_count,direction_index,pano_index,city_sample_index,sample_index,panorama_sample_index
nSpyISaMTb-9OGjAVajmNg,0,796606464,135288,-34.72991147248218,-58.29013932214229,2013,12,QX-v2mx-T9a1Q61qALVZvA,train,/nas_data_24T/GSV/packages_main/cities/Argentina/BuenosAires/shard-000633.tar,Argentina/BuenosAires,1,0,7735,0,12,3
nSpyISaMTb-9OGjAVajmNg,90,796996608,108290,-34.72991147248218,-58.29013932214229,2013,12,QX-v2mx-T9a1Q61qALVZvA,train,/nas_data_24T/GSV/packages_main/cities/Argentina/BuenosAires/shard-000633.tar,Argentina/BuenosAires,1,1,7735,0,13,3
nSpyISaMTb-9OGjAVajmNg,180,796743680,133827,-34.72991147248218,-58.29013932214229,2013,12,QX-v2mx-T9a1Q61qALVZvA,train,/nas_data_24T/GSV/packages_main/cities/Argentina/BuenosAires/shard-000633.tar,Argentina/BuenosAires,1,2,7735,0,14,3
nSpyISaMTb-9OGjAVajmNg,270,796879360,115644,-34.72991147248218,-58.29013932214229,2013,12,QX-v2mx-T9a1Q61qALVZvA,train,/nas_data_24T/GSV/packages_main/cities/Argentina/BuenosAires/shard-000633.tar,Argentina/BuenosAires,1,3,7735,0,15,3
5Gj2a8IfOLi1BBhEvYOveA,0,523672576,46087,-33.74576820355671,150.8807767049859,2009,12,N88W_5khRpeilTTqV0y_kA,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000041.tar,Australia/Sydney,1,0,436,1,16,4
5Gj2a8IfOLi1BBhEvYOveA,90,523830272,61547,-33.74576820355671,150.8807767049859,2009,12,N88W_5khRpeilTTqV0y_kA,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000041.tar,Australia/Sydney,1,1,436,1,17,4
5Gj2a8IfOLi1BBhEvYOveA,180,523720704,61635,-33.74576820355671,150.8807767049859,2009,12,N88W_5khRpeilTTqV0y_kA,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000041.tar,Australia/Sydney,1,2,436,1,18,4
5Gj2a8IfOLi1BBhEvYOveA,270,523784192,44048,-33.74576820355671,150.8807767049859,2009,12,N88W_5khRpeilTTqV0y_kA,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000041.tar,Australia/Sydney,1,3,436,1,19,4
S90byU41We7fV_gPw93jFQ,0,251445760,73079,-33.90712588090005,151.1091280702895,2018,12,TVO624hJSjuoA8e0cndK6A,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000315.tar,Australia/Sydney,2,0,3996,1,20,5
S90byU41We7fV_gPw93jFQ,90,251654144,95049,-33.90712588090005,151.1091280702895,2018,12,TVO624hJSjuoA8e0cndK6A,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000315.tar,Australia/Sydney,2,1,3996,1,21,5
S90byU41We7fV_gPw93jFQ,180,251520512,70783,-33.90712588090005,151.1091280702895,2018,12,TVO624hJSjuoA8e0cndK6A,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000315.tar,Australia/Sydney,2,2,3996,1,22,5
S90byU41We7fV_gPw93jFQ,270,251593216,59265,-33.90712588090005,151.1091280702895,2018,12,TVO624hJSjuoA8e0cndK6A,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000315.tar,Australia/Sydney,2,3,3996,1,23,5
_EZbFCh70E2oOxs5c4dMQA,0,76575744,77820,-33.88602442951819,150.9300442724168,2018,12,9JAPJoRcS2CWf3kV0Q5YoQ,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000074.tar,Australia/Sydney,1,0,5031,1,24,6
_EZbFCh70E2oOxs5c4dMQA,90,76819456,61892,-33.88602442951819,150.9300442724168,2018,12,9JAPJoRcS2CWf3kV0Q5YoQ,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000074.tar,Australia/Sydney,1,1,5031,1,25,6
_EZbFCh70E2oOxs5c4dMQA,180,76655104,87298,-33.88602442951819,150.9300442724168,2018,12,9JAPJoRcS2CWf3kV0Q5YoQ,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000074.tar,Australia/Sydney,1,2,5031,1,26,6
_EZbFCh70E2oOxs5c4dMQA,270,76744192,73663,-33.88602442951819,150.9300442724168,2018,12,9JAPJoRcS2CWf3kV0Q5YoQ,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000074.tar,Australia/Sydney,1,3,5031,1,27,6
hCLlMsQY8H60ykNvtvRSQQ,0,651484672,65356,-33.86984209064276,151.0354222067986,2013,4,_iDIdyJHQqq8tLUZTcFcjw,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000173.tar,Australia/Sydney,1,0,6495,1,28,7
hCLlMsQY8H60ykNvtvRSQQ,90,651720192,81166,-33.86984209064276,151.0354222067986,2013,4,_iDIdyJHQqq8tLUZTcFcjw,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000173.tar,Australia/Sydney,1,1,6495,1,29,7
hCLlMsQY8H60ykNvtvRSQQ,180,651551744,85795,-33.86984209064276,151.0354222067986,2013,4,_iDIdyJHQqq8tLUZTcFcjw,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000173.tar,Australia/Sydney,1,2,6495,1,30,7
hCLlMsQY8H60ykNvtvRSQQ,270,651639296,78911,-33.86984209064276,151.0354222067986,2013,4,_iDIdyJHQqq8tLUZTcFcjw,train,/nas_data_24T/GSV/packages_main/cities/Australia/Sydney/shard-000173.tar,Australia/Sydney,1,3,6495,1,31,7
I45IdrIn_9rpakrpJqCGmQ,0,56638976,96645,48.25235284593556,16.36419234756041,2023,11,DdV52v3DQkSmIWn0W7aAxw,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000045.tar,Austria/Vienna,1,0,1211,2,32,8
I45IdrIn_9rpakrpJqCGmQ,90,56928768,74513,48.25235284593556,16.36419234756041,2023,11,DdV52v3DQkSmIWn0W7aAxw,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000045.tar,Austria/Vienna,1,1,1211,2,33,8
I45IdrIn_9rpakrpJqCGmQ,180,56737280,98287,48.25235284593556,16.36419234756041,2023,11,DdV52v3DQkSmIWn0W7aAxw,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000045.tar,Austria/Vienna,1,2,1211,2,34,8
I45IdrIn_9rpakrpJqCGmQ,270,56837120,89902,48.25235284593556,16.36419234756041,2023,11,DdV52v3DQkSmIWn0W7aAxw,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000045.tar,Austria/Vienna,1,3,1211,2,35,8
NV83HQg1TxLSY5fqsT5t9g,0,413282816,72295,48.19656335567901,16.41180390101378,2021,9,tGqchm8hSKq-FwRkBnvW2w,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000063.tar,Austria/Vienna,1,0,2552,2,36,9
NV83HQg1TxLSY5fqsT5t9g,90,413506560,72230,48.19656335567901,16.41180390101378,2021,9,tGqchm8hSKq-FwRkBnvW2w,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000063.tar,Austria/Vienna,1,1,2552,2,37,9
NV83HQg1TxLSY5fqsT5t9g,180,413357056,76587,48.19656335567901,16.41180390101378,2021,9,tGqchm8hSKq-FwRkBnvW2w,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000063.tar,Austria/Vienna,1,2,2552,2,38,9
NV83HQg1TxLSY5fqsT5t9g,270,413435392,69251,48.19656335567901,16.41180390101378,2021,9,tGqchm8hSKq-FwRkBnvW2w,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000063.tar,Austria/Vienna,1,3,2552,2,39,9
ibeeRYawFu2ekMS-fxZprg,0,428550144,68924,48.25329746892307,16.44799599238512,2020,9,bLX7_Kg_T0um57mBX_2Q0g,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000045.tar,Austria/Vienna,1,0,6592,2,40,10
ibeeRYawFu2ekMS-fxZprg,90,428762112,64130,48.25329746892307,16.44799599238512,2020,9,bLX7_Kg_T0um57mBX_2Q0g,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000045.tar,Austria/Vienna,1,1,6592,2,41,10
ibeeRYawFu2ekMS-fxZprg,180,428620800,68885,48.25329746892307,16.44799599238512,2020,9,bLX7_Kg_T0um57mBX_2Q0g,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000045.tar,Austria/Vienna,1,2,6592,2,42,10
ibeeRYawFu2ekMS-fxZprg,270,428691456,68791,48.25329746892307,16.44799599238512,2020,9,bLX7_Kg_T0um57mBX_2Q0g,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000045.tar,Austria/Vienna,1,3,6592,2,43,10
qYxLlB8RjIqMH8sboDcXWQ,0,378717184,93203,48.22892042931014,16.2976484939131,2017,9,CLOwgdScRciXQ5hfFzP-bQ,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000073.tar,Austria/Vienna,1,0,8098,2,44,11
qYxLlB8RjIqMH8sboDcXWQ,90,378951168,93631,48.22892042931014,16.2976484939131,2017,9,CLOwgdScRciXQ5hfFzP-bQ,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000073.tar,Austria/Vienna,1,1,8098,2,45,11
qYxLlB8RjIqMH8sboDcXWQ,180,378812416,64954,48.22892042931014,16.2976484939131,2017,9,CLOwgdScRciXQ5hfFzP-bQ,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000073.tar,Austria/Vienna,1,2,8098,2,46,11
qYxLlB8RjIqMH8sboDcXWQ,270,378878976,70622,48.22892042931014,16.2976484939131,2017,9,CLOwgdScRciXQ5hfFzP-bQ,train,/nas_data_24T/GSV/packages_main/cities/Austria/Vienna/shard-000073.tar,Austria/Vienna,1,3,8098,2,47,11
LLLmMdR-WjwqEEofg3Zb8g,0,836245504,65083,23.4346210485821,91.09976183724179,2025,3,7x_9zZxdR7W0VVV-NeK-Ow,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000165.tar,Bangladesh/Dhaka,1,0,5256,3,48,12
LLLmMdR-WjwqEEofg3Zb8g,90,836526080,93144,23.4346210485821,91.09976183724179,2025,3,7x_9zZxdR7W0VVV-NeK-Ow,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000165.tar,Bangladesh/Dhaka,1,1,5256,3,49,12
LLLmMdR-WjwqEEofg3Zb8g,180,836312576,126060,23.4346210485821,91.09976183724179,2025,3,7x_9zZxdR7W0VVV-NeK-Ow,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000165.tar,Bangladesh/Dhaka,1,2,5256,3,50,12
LLLmMdR-WjwqEEofg3Zb8g,270,836440576,83461,23.4346210485821,91.09976183724179,2025,3,7x_9zZxdR7W0VVV-NeK-Ow,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000165.tar,Bangladesh/Dhaka,1,3,5256,3,51,12
Q0quxgh_Yk6tuTsvbxhIQg,0,48332288,106237,23.89514655616485,90.42335274698688,2025,10,D_62alqVS4mPwyVKV2i38w,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000208.tar,Bangladesh/Dhaka,1,0,5699,3,52,13
Q0quxgh_Yk6tuTsvbxhIQg,90,48611840,84135,23.89514655616485,90.42335274698688,2025,10,D_62alqVS4mPwyVKV2i38w,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000208.tar,Bangladesh/Dhaka,1,1,5699,3,53,13
Q0quxgh_Yk6tuTsvbxhIQg,180,48440320,82948,23.89514655616485,90.42335274698688,2025,10,D_62alqVS4mPwyVKV2i38w,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000208.tar,Bangladesh/Dhaka,1,2,5699,3,54,13
Q0quxgh_Yk6tuTsvbxhIQg,270,48525312,84686,23.89514655616485,90.42335274698688,2025,10,D_62alqVS4mPwyVKV2i38w,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000208.tar,Bangladesh/Dhaka,1,3,5699,3,55,13
gjj311hHVu3xuKB-ShG6qQ,0,328750592,101942,23.98610447107502,90.3970958614471,2022,2,wd6Ycdr0SZ6XZv4TFZ9CsA,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000118.tar,Bangladesh/Dhaka,1,0,7276,3,56,14
gjj311hHVu3xuKB-ShG6qQ,90,329013248,141509,23.98610447107502,90.3970958614471,2022,2,wd6Ycdr0SZ6XZv4TFZ9CsA,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000118.tar,Bangladesh/Dhaka,1,1,7276,3,57,14
gjj311hHVu3xuKB-ShG6qQ,180,328854528,89151,23.98610447107502,90.3970958614471,2022,2,wd6Ycdr0SZ6XZv4TFZ9CsA,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000118.tar,Bangladesh/Dhaka,1,2,7276,3,58,14
gjj311hHVu3xuKB-ShG6qQ,270,328945664,66045,23.98610447107502,90.3970958614471,2022,2,wd6Ycdr0SZ6XZv4TFZ9CsA,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000118.tar,Bangladesh/Dhaka,1,3,7276,3,59,14
lkwOUNqtDCFouoA1SIUvOg,0,666452992,83370,23.82308526725381,90.35619660078817,2021,4,hTnhPNpjQR2BFV9C3elaZQ,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000165.tar,Bangladesh/Dhaka,1,0,9193,3,60,15
lkwOUNqtDCFouoA1SIUvOg,90,666670080,92276,23.82308526725381,90.35619660078817,2021,4,hTnhPNpjQR2BFV9C3elaZQ,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000165.tar,Bangladesh/Dhaka,1,1,9193,3,61,15
lkwOUNqtDCFouoA1SIUvOg,180,666537984,61771,23.82308526725381,90.35619660078817,2021,4,hTnhPNpjQR2BFV9C3elaZQ,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000165.tar,Bangladesh/Dhaka,1,2,9193,3,62,15
lkwOUNqtDCFouoA1SIUvOg,270,666601472,66920,23.82308526725381,90.35619660078817,2021,4,hTnhPNpjQR2BFV9C3elaZQ,train,/nas_data_24T/GSV/packages_main/cities/Bangladesh/Dhaka/shard-000165.tar,Bangladesh/Dhaka,1,3,9193,3,63,15
7_-3SPnWb1BzQ_7i2J7VPA,0,394108416,66373,-23.50390731324493,-46.70610621979402,2016,1,1ejJpb1uSfq29vSb8LJpeQ,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000110.tar,Brazil/SaoPaulo,1,0,771,4,64,16
7_-3SPnWb1BzQ_7i2J7VPA,90,394318336,70444,-23.50390731324493,-46.70610621979402,2016,1,1ejJpb1uSfq29vSb8LJpeQ,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000110.tar,Brazil/SaoPaulo,1,1,771,4,65,16
7_-3SPnWb1BzQ_7i2J7VPA,180,394176512,69402,-23.50390731324493,-46.70610621979402,2016,1,1ejJpb1uSfq29vSb8LJpeQ,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000110.tar,Brazil/SaoPaulo,1,2,771,4,66,16
7_-3SPnWb1BzQ_7i2J7VPA,270,394247680,68619,-23.50390731324493,-46.70610621979402,2016,1,1ejJpb1uSfq29vSb8LJpeQ,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000110.tar,Brazil/SaoPaulo,1,3,771,4,67,16
EfIXVQEWilQOD5EBFW6y2Q,0,155654144,98246,-23.53682920816732,-46.42049842625691,2011,2,60JXoX-sTuO21MOzbhfBkg,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000280.tar,Brazil/SaoPaulo,2,0,2191,4,68,17
EfIXVQEWilQOD5EBFW6y2Q,90,155919872,75185,-23.53682920816732,-46.42049842625691,2011,2,60JXoX-sTuO21MOzbhfBkg,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000280.tar,Brazil/SaoPaulo,2,1,2191,4,69,17
EfIXVQEWilQOD5EBFW6y2Q,180,155753984,87643,-23.53682920816732,-46.42049842625691,2011,2,60JXoX-sTuO21MOzbhfBkg,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000280.tar,Brazil/SaoPaulo,2,2,2191,4,70,17
EfIXVQEWilQOD5EBFW6y2Q,270,155843584,74553,-23.53682920816732,-46.42049842625691,2011,2,60JXoX-sTuO21MOzbhfBkg,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000280.tar,Brazil/SaoPaulo,2,3,2191,4,71,17
d51ThK-pMwM122tK5nPt-Q,0,33357312,118426,-23.76204468357685,-46.70139405053832,2024,6,H7EdeSkLTaaLJJ36P7Mdpw,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000246.tar,Brazil/SaoPaulo,2,0,5020,4,72,18
d51ThK-pMwM122tK5nPt-Q,90,33681920,105009,-23.76204468357685,-46.70139405053832,2024,6,H7EdeSkLTaaLJJ36P7Mdpw,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000246.tar,Brazil/SaoPaulo,2,1,5020,4,73,18
d51ThK-pMwM122tK5nPt-Q,180,33477632,110291,-23.76204468357685,-46.70139405053832,2024,6,H7EdeSkLTaaLJJ36P7Mdpw,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000246.tar,Brazil/SaoPaulo,2,2,5020,4,74,18
d51ThK-pMwM122tK5nPt-Q,270,33589760,90436,-23.76204468357685,-46.70139405053832,2024,6,H7EdeSkLTaaLJJ36P7Mdpw,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000246.tar,Brazil/SaoPaulo,2,3,5020,4,75,18
y9rZVkLDUsVc3Ldcve8_mQ,0,213332992,72424,-23.46414865168362,-46.28580590668285,2023,3,YcqzyaM_RNuvSEVPdqIFIQ,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000839.tar,Brazil/SaoPaulo,1,0,9046,4,76,19
y9rZVkLDUsVc3Ldcve8_mQ,90,213407232,106637,-23.46414865168362,-46.28580590668285,2023,3,YcqzyaM_RNuvSEVPdqIFIQ,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000839.tar,Brazil/SaoPaulo,1,1,9046,4,77,19
y9rZVkLDUsVc3Ldcve8_mQ,180,213515776,66551,-23.46414865168362,-46.28580590668285,2023,3,YcqzyaM_RNuvSEVPdqIFIQ,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000839.tar,Brazil/SaoPaulo,1,2,9046,4,78,19
y9rZVkLDUsVc3Ldcve8_mQ,270,213583872,63101,-23.46414865168362,-46.28580590668285,2023,3,YcqzyaM_RNuvSEVPdqIFIQ,train,/nas_data_24T/GSV/packages_main/cities/Brazil/SaoPaulo/shard-000839.tar,Brazil/SaoPaulo,1,3,9046,4,79,19
3ueYYe03xr1yQ5MyhFS4DQ,0,415654400,121855,43.71387064059856,-79.73329464204048,2020,9,CF5yNZtNTcCfXTrsIAWvgg,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000016.tar,Canada/Toronto,2,0,969,5,80,20
3ueYYe03xr1yQ5MyhFS4DQ,90,416007680,122229,43.71387064059856,-79.73329464204048,2020,9,CF5yNZtNTcCfXTrsIAWvgg,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000016.tar,Canada/Toronto,2,1,969,5,81,20
3ueYYe03xr1yQ5MyhFS4DQ,180,415777792,128177,43.71387064059856,-79.73329464204048,2020,9,CF5yNZtNTcCfXTrsIAWvgg,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000016.tar,Canada/Toronto,2,2,969,5,82,20
3ueYYe03xr1yQ5MyhFS4DQ,270,415907840,98244,43.71387064059856,-79.73329464204048,2020,9,CF5yNZtNTcCfXTrsIAWvgg,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000016.tar,Canada/Toronto,2,3,969,5,83,20
Rbq2uE42RzX-qE7205p8Fg,0,321693696,70949,43.51735012346646,-79.65291364556961,2019,9,KlcP32oCRSeSHxjMfZxPpg,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000159.tar,Canada/Toronto,2,0,5414,5,84,21
Rbq2uE42RzX-qE7205p8Fg,90,321910272,76159,43.51735012346646,-79.65291364556961,2019,9,KlcP32oCRSeSHxjMfZxPpg,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000159.tar,Canada/Toronto,2,1,5414,5,85,21
Rbq2uE42RzX-qE7205p8Fg,180,321766400,59059,43.51735012346646,-79.65291364556961,2019,9,KlcP32oCRSeSHxjMfZxPpg,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000159.tar,Canada/Toronto,2,2,5414,5,86,21
Rbq2uE42RzX-qE7205p8Fg,270,321827328,81120,43.51735012346646,-79.65291364556961,2019,9,KlcP32oCRSeSHxjMfZxPpg,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000159.tar,Canada/Toronto,2,3,5414,5,87,21
c7SAumjQVK0oszx7KuLtsw,0,718247936,92354,43.66798823100611,-79.54088430467748,2022,8,Ti8RBAQfQkO7koCreBFyXw,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000055.tar,Canada/Toronto,2,0,7386,5,88,22
c7SAumjQVK0oszx7KuLtsw,90,718502912,104494,43.66798823100611,-79.54088430467748,2022,8,Ti8RBAQfQkO7koCreBFyXw,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000055.tar,Canada/Toronto,2,1,7386,5,89,22
c7SAumjQVK0oszx7KuLtsw,180,718342144,61426,43.66798823100611,-79.54088430467748,2022,8,Ti8RBAQfQkO7koCreBFyXw,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000055.tar,Canada/Toronto,2,2,7386,5,90,22
c7SAumjQVK0oszx7KuLtsw,270,718405120,96192,43.66798823100611,-79.54088430467748,2022,8,Ti8RBAQfQkO7koCreBFyXw,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000055.tar,Canada/Toronto,2,3,7386,5,91,22
iX60ufKf1NbjrAEA98DFNw,0,146246144,70535,43.87344046582621,-79.38921130233336,2016,8,-J_9-akyQ6ee1GLmr-SXfw,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000102.tar,Canada/Toronto,1,0,7506,5,92,23
iX60ufKf1NbjrAEA98DFNw,90,146500096,75353,43.87344046582621,-79.38921130233336,2016,8,-J_9-akyQ6ee1GLmr-SXfw,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000102.tar,Canada/Toronto,1,1,7506,5,93,23
iX60ufKf1NbjrAEA98DFNw,180,146318336,103461,43.87344046582621,-79.38921130233336,2016,8,-J_9-akyQ6ee1GLmr-SXfw,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000102.tar,Canada/Toronto,1,2,7506,5,94,23
iX60ufKf1NbjrAEA98DFNw,270,146423808,74585,43.87344046582621,-79.38921130233336,2016,8,-J_9-akyQ6ee1GLmr-SXfw,train,/nas_data_24T/GSV/packages_main/cities/Canada/Toronto/shard-000102.tar,Canada/Toronto,1,3,7506,5,95,23
5v8vtVr-92ZecPf8_qKGsg,0,33432064,100112,22.32717346261071,114.184982115607,2021,2,O-zoOf8jRHqG1BUZ0pKnUw,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000114.tar,China/HongKong,1,0,1290,6,96,24
