archetype_id,element_id,element_name,canvas_share,within_archetype_rank
A01,F049,red_wall_yellow_wall,0.0033441104584782224,52
A01,F050,greenery_and_water,0.00273199579768091,54
A01,F051,zebra_crossing,0.01047161046933132,31
A01,F052,palm_tree_street,0.023721071070419233,15
A01,F053,road_marking,0.022180293091497393,16
A01,F054,highlighted_lane,0.07029939714664848,1
A01,F055,small alley entrance,0.0015386073595573095,58
A01,F056,stone_wall_street,0.005402309828419775,46
A01,F057,streetlight illumination,0.010948061419845539,29
A01,F058,shaded alley,0.013798446415366827,23
A01,F059,road_edge,0.002518189790274757,55
A01,F060,street_corner_shop,0.024677138458020945,14
A01,F061,sunlit street,0.0037123017681865342,49
A01,F062,shaded alley,0.00731453504609672,38
A01,F063,blue_wall_graffiti,0.00035561980588874565,63
A02,F000,red brick corner,0.007199887508192722,40
A02,F001,shaded_corner,0.023430890297346282,15
A02,F002,shaded patches,0.010023753500170032,33
A02,F003,building facade,0.0012125816673654913,62
A02,F004,highlighted_buildings,0.022753017333857876,18
A02,F005,palm_trees_and_buildings,0.002354659839758009,53
A02,F006,small alley entrance,0.0026225535091128956,52
A02,F007,roof_and_eaves,0.0493525445387934,4
A02,F008,stone_wall_and_retaining_wall,0.03841989410551559,7
A02,F009,highlighted road,0.01193725169335863,29
A02,F010,green_wall,0.01702654500711703,24
A02,F011,road_edge,0.016768359051256336,25
A02,F012,bamboo,0.006698812599553092,44
A02,F013,tree-lined_driveway,0.05577277517837678,1
A02,F014,road_edge,0.0023175940245983655,55
A02,F015,tree_shade_street,0.009633385748449021,34
A02,F016,construction scaffolding,0.007574664083695787,38
A02,F017,building facade,0.01938434269366104,21
A02,F018,small alley flowerbed,0.00776705331476251,36
A02,F019,road_and_building,0.003772378240758355,49
A02,F020,advertising_wall,0.012027562846168238,28
A02,F021,road_and_building,0.05525542268953477,2
A02,F022,tree_canopy_and_road,0.030521835687437514,10
A02,F023,street_corner_cafe,0.007447679346574785,39
A02,F024,road_edge,0.007166645943803517,42
A02,F025,shaded alley,0.012417734482465123,27
A02,F026,tree_shadows,0.0005012710240637548,63
A02,F027,car_top_heat,0.017473590116410195,23
A02,F028,red_car_street,0.04032790106682868,6
A02,F029,electric_bike_parking,0.021071229514273083,19
A02,F030,stone_wall_and_shadows,0.00557850323923846,47
A02,F031,road_edge,0.004015855539809666,48
A02,F032,tree-lined walk,0.002044503296504164,57
A02,F033,zebra_crossing,0.023331459777314857,16
A02,F034,red_door_street,0.011147396822694791,32
A02,F035,small alley entrance,0.025777803577851352,14
A02,F036,pedestrian walk,0.053074815288687786,3
A02,F037,street_corner_shops,0.006046826872049198,45
A02,F038,red-yellow hotspot,0.007155467364628387,43
A02,F039,red car corner,0.0037095232473262603,50
A02,F040,cobblestone,0.027381145227786105,12
A02,F041,concrete_wall,0.0035143884003217864,51
A02,F042,Red-yellow glow street,0.030284928255094393,11
A02,F043,tree_shadows,0.0077101798417662315,37
A02,F044,road_and_buildings,0.01137851885002622,31
A02,F045,underpass glow,0.02632114136038994,13
A02,F046,window_heat_zone,0.016103821936608434,26
A02,F047,underpass,0.007193905987756906,41
A02,F048,shaded path,0.0017615087394916454,60
A02,F049,red_wall_yellow_wall,0.00199704336386589,59
A02,F050,greenery_and_water,0.0023192610057034286,54
A02,F051,zebra_crossing,0.0190859530758547,22
A02,F052,palm_tree_street,0.032256084382975767,8
A02,F053,road_marking,0.04482404328032072,5
A02,F054,highlighted_lane,0.03061253907109537,9
A02,F055,small alley entrance,0.0012961268380427837,61
A02,F056,stone_wall_street,0.005643221329199743,46
A02,F057,streetlight illumination,0.011574143985591008,30
A02,F058,shaded alley,0.020764406933229364,20
A02,F059,road_edge,0.002031853851648095,58
A02,F060,street_corner_shop,0.023058957395493032,17
A02,F061,sunlit street,0.008325295869534606,35
A02,F062,shaded alley,0.00222816539119732,56
A02,F063,blue_wall_graffiti,0.000217393947642673,64
A03,F000,red brick corner,0.010858365425068456,26
A03,F001,shaded_corner,0.02051273562089735,15
A03,F002,shaded patches,0.006825364973671184,37
A03,F003,building facade,0.001335820997967501,56
A03,F004,highlighted_buildings,0.013507599059091052,22
A03,F005,palm_trees_and_buildings,0.0008071047831153194,62
A03,F006,small alley entrance,0.0011467630616524692,58
A03,F007,roof_and_eaves,0.025597717819371646,13
A03,F008,stone_wall_and_retaining_wall,0.009976061409409251,28
A03,F009,highlighted road,0.005913082203561597,39
A03,F010,green_wall,0.03391556044726283,10
A03,F011,road_edge,0.009965765675557604,29
A03,F012,bamboo,0.014281293176472108,21
A03,F013,tree-lined_driveway,0.058702337817966584,4
A03,F014,road_edge,0.0008914894252719487,61
A03,F015,tree_shade_street,0.009693332482757675,30
A03,F016,construction scaffolding,0.003953662737599293,45
A03,F017,building facade,0.011640134627823352,24
A03,F018,small alley flowerbed,0.00503643074766408,41
A03,F019,road_and_building,0.008832326504771972,32
A03,F020,advertising_wall,0.0025179125581305207,51
A03,F021,road_and_building,0.04893027325281397,6
A03,F022,tree_canopy_and_road,0.027910119454737935,12
A03,F023,street_corner_cafe,0.0037566306544775945,47
A03,F024,road_edge,0.00753213682101654,35
A03,F025,shaded alley,0.013342968256031887,23
A03,F026,tree_shadows,0.00027031348288929783,63
A03,F027,car_top_heat,0.04056832047106818,7
A03,F028,red_car_street,0.03498843647774466,9
A03,F029,electric_bike_parking,0.06422599902937474,3
A03,F030,stone_wall_and_shadows,0.002662254709187913,50
A03,F031,road_edge,0.006870585451764688,36
A03,F032,tree-lined walk,0.0028335474576804964,49
A03,F033,zebra_crossing,0.007996555168579519,34
A03,F034,red_door_street,0.004923884245266183,42
A03,F035,small alley entrance,0.020368696285541478,16
A03,F036,pedestrian walk,0.03671176063508932,8
A03,F037,street_corner_shops,0.004164220588722174,43
A03,F038,red-yellow hotspot,0.005050965901336992,40
A03,F039,red car corner,0.0009253038452749041,60
A03,F040,cobblestone,0.015026724495044724,19
A03,F041,concrete_wall,0.0036171335546445063,48
A03,F042,Red-yellow glow street,0.014715127138181669,20
A03,F043,tree_shadows,0.008316328549383589,33
A03,F044,road_and_buildings,0.011465611845181233,25
A03,F045,underpass glow,0.017183176044128726,18
A03,F046,window_heat_zone,0.017685244477247234,17
A03,F047,underpass,0.0037827737433754017,46
A03,F048,shaded path,0.0010399700575834338,59
A03,F049,red_wall_yellow_wall,0.0016363151124415263,54
A03,F050,greenery_and_water,0.0013975954010773779,55
A03,F051,zebra_crossing,0.004094472038805631,44
A03,F052,palm_tree_street,0.021525351326776902,14
A03,F053,road_marking,0.03227450122216417,11
A03,F054,highlighted_lane,0.07976569332279265,2
A03,F055,small alley entrance,0.0012754597347980462,57
A03,F056,stone_wall_street,0.010129992724348079,27
A03,F057,streetlight illumination,0.09024634662949974,1
A03,F058,shaded alley,0.054483812280105334,5
A03,F059,road_edge,0.0024295913118541445,52
A03,F060,street_corner_shop,0.008948002102752232,31
A03,F061,sunlit street,0.006747036645544935,38
A03,F062,shaded alley,0.002106083204064675,53
A03,F063,blue_wall_graffiti,0.00016382329452178132,64
A04,F000,red brick corner,0.010131080523571992,32
A04,F001,shaded_corner,0.016013920664091314,20
A04,F002,shaded patches,0.007278902634826574,36
A04,F003,building facade,0.0015975410904713683,55
A04,F004,highlighted_buildings,0.015536622892790616,21
A04,F005,palm_trees_and_buildings,0.0010094021856576708,61
A04,F006,small alley entrance,0.0036150059918953143,50
A04,F007,roof_and_eaves,0.03140621567608403,10
A04,F008,stone_wall_and_retaining_wall,0.016518789190656573,18
A04,F009,highlighted road,0.00999166403237588,33
A04,F010,green_wall,0.03464014248387725,7
A04,F011,road_edge,0.022579778826731532,14
A04,F012,bamboo,0.012076548918333414,26
A04,F013,tree-lined_driveway,0.05031807945021012,4
A04,F014,road_edge,0.0013313214495564568,60
A04,F015,tree_shade_street,0.010615187266820616,30
A04,F016,construction scaffolding,0.006209224304056094,42
A04,F017,building facade,0.00630533126876374,40
A04,F018,small alley flowerbed,0.011634635476663756,27
A04,F019,road_and_building,0.008999228465342556,34
A04,F020,advertising_wall,0.0022816753375017635,52
A04,F021,road_and_building,0.03324854488920798,8
A04,F022,tree_canopy_and_road,0.0331777762299459,9
A04,F023,street_corner_cafe,0.00630867994349223,39
A04,F024,road_edge,0.00475913652412921,46
A04,F025,shaded alley,0.013869540990457617,24
A04,F026,tree_shadows,0.00043822989946831975,63
A04,F027,car_top_heat,0.01770087136981335,16
A04,F028,red_car_street,0.07391060913732782,2
A04,F029,electric_bike_parking,0.015006192815797886,22
A04,F030,stone_wall_and_shadows,0.004459653380911304,48
A04,F031,road_edge,0.0037981784995436874,49
A04,F032,tree-lined walk,0.0013825561729023455,58
A04,F033,zebra_crossing,0.011357811699108628,28
A04,F034,red_door_street,0.005572529615679299,45
A04,F035,small alley entrance,0.01639935312534045,19
A04,F036,pedestrian walk,0.10614461720629444,1
A04,F037,street_corner_shops,0.004465569372931635,47
A04,F038,red-yellow hotspot,0.00609291366848656,43
A04,F039,red car corner,0.002168155264205971,53
A04,F040,cobblestone,0.044089879322692586,6
A04,F041,concrete_wall,0.010336242661937445,31
A04,F042,Red-yellow glow street,0.022597526802792527,13
A04,F043,tree_shadows,0.014555237952361307,23
A04,F044,road_and_buildings,0.012425034335078217,25
A04,F045,underpass glow,0.024997298735719018,12
A04,F046,window_heat_zone,0.008720953595405083,35
A04,F047,underpass,0.007168061501313574,37
A04,F048,shaded path,0.001379542365646705,59
A04,F049,red_wall_yellow_wall,0.0016406273719779326,54
A04,F050,greenery_and_water,0.0015589197086027901,56
A04,F051,zebra_crossing,0.006366500393804148,38
A04,F052,palm_tree_street,0.02630584919712175,11
A04,F053,road_marking,0.01700858868094363,17
A04,F054,highlighted_lane,0.06516465210395,3
A04,F055,small alley entrance,0.0015150520696595783,57
A04,F056,stone_wall_street,0.005801690589598927,44
A04,F057,streetlight illumination,0.020813129662471445,15
A04,F058,shaded alley,0.04612073892303049,5
A04,F059,road_edge,0.0006419409454514281,62
A04,F060,street_corner_shop,0.011009661149836675,29
A04,F061,sunlit street,0.0028643447402589284,51
A04,F062,shaded alley,0.006262579854730025,41
A04,F063,blue_wall_graffiti,0.0003047294002925402,64
A05,F000,red brick corner,0.006526010071608716,39
A05,F001,shaded_corner,0.031184307872558305,8
A05,F002,shaded patches,0.003404187244279141,49
A05,F003,building facade,0.0014515868788555807,56
A05,F004,highlighted_buildings,0.00796373084070338,32
A05,F005,palm_trees_and_buildings,0.00043500622026808116,63
A05,F006,small alley entrance,0.0017000308950676987,55
A05,F007,roof_and_eaves,0.05225208541706966,5
A05,F008,stone_wall_and_retaining_wall,0.010075619574454821,29
A05,F009,highlighted road,0.006927554274933099,36
A05,F010,green_wall,0.015103975195936153,23
A05,F011,road_edge,0.03431736110283474,7
A05,F012,bamboo,0.011345801066934119,28
A05,F013,tree-lined_driveway,0.04783005695877021,6
A05,F014,road_edge,0.0014505555153196447,57
A05,F015,tree_shade_street,0.004516684711708681,43
A05,F016,construction scaffolding,0.0038932827522096393,47
A05,F017,building facade,0.012170548107837537,27
A05,F018,small alley flowerbed,0.0172858820541828,19
A05,F019,road_and_building,0.009325245304087225,30
A05,F020,advertising_wall,0.006965256341968979,35
A05,F021,road_and_building,0.03099052612375079,9
A05,F022,tree_canopy_and_road,0.02577549370226506,11
A05,F023,street_corner_cafe,0.005998983304745464,40
A05,F024,road_edge,0.007148609859468696,34
A05,F025,shaded alley,0.01580427103683664,20
A05,F026,tree_shadows,0.00044898692597743466,62
A05,F027,car_top_heat,0.018351853566546783,16
A05,F028,red_car_street,0.0267234313877386,10
A05,F029,electric_bike_parking,0.017593457579788575,18
A05,F030,stone_wall_and_shadows,0.003340128109102677,50
A05,F031,road_edge,0.0055596224384367645,42
A05,F032,tree-lined walk,0.001760995939636355,54
A05,F033,zebra_crossing,0.017700031811835285,17
A05,F034,red_door_street,0.008727054453244395,31
A05,F035,small alley entrance,0.0192914257477844,15
A05,F036,pedestrian walk,0.0751009131921939,2
A05,F037,street_corner_shops,0.006643127130911661,37
A05,F038,red-yellow hotspot,0.0056299843507772816,41
A05,F039,red car corner,0.0018423590630268548,52
A05,F040,cobblestone,0.024411343532067156,13
A05,F041,concrete_wall,0.004510496530493065,44
A05,F042,Red-yellow glow street,0.014729934020236727,24
A05,F043,tree_shadows,0.007202126167388927,33
A05,F044,road_and_buildings,0.012600626702322815,26
A05,F045,underpass glow,0.015464723241616848,22
A05,F046,window_heat_zone,0.01559822752154633,21
A05,F047,underpass,0.0036596216133459357,48
A05,F048,shaded path,0.0010221958600609283,60
A05,F049,red_wall_yellow_wall,0.0017982396228784852,53
A05,F050,greenery_and_water,0.0019412553665282652,51
A05,F051,zebra_crossing,0.006642095767375725,38
A05,F052,palm_tree_street,0.025128943361181676,12
A05,F053,road_marking,0.02299470841748496,14
A05,F054,highlighted_lane,0.058049265256617,4
A05,F055,small alley entrance,0.0007551873002019639,61
A05,F056,stone_wall_street,0.004405412045776039,45
A05,F057,streetlight illumination,0.11967002784223163,1
A05,F058,shaded alley,0.05881201588941583,3
A05,F059,road_edge,0.0011975276611700337,59
A05,F060,street_corner_shop,0.013131549731432936,25
A05,F061,sunlit street,0.004181720754426383,46
A05,F062,shaded alley,0.0013613998674354068,58
A05,F063,blue_wall_graffiti,0.00017533180110910544,64
A06,F000,red brick corner,0.009539503694918346,31
A06,F001,shaded_corner,0.03089350647658023,13
A06,F002,shaded patches,0.007299302350262247,35
A06,F003,building facade,0.001052432650826958,61
A06,F004,highlighted_buildings,0.0147429010834331,22
A06,F005,palm_trees_and_buildings,0.0012109259359249585,60
A06,F006,small alley entrance,0.00121988627583138,59
A06,F007,roof_and_eaves,0.019068185161118547,18
A06,F008,stone_wall_and_retaining_wall,0.04421101530658792,8
A06,F009,highlighted road,0.00629434786413425,37
A06,F010,green_wall,0.04240451768701277,9
A06,F011,road_edge,0.015452978929004317,21
A06,F012,bamboo,0.014244729458246213,24
A06,F013,tree-lined_driveway,0.0552502704393499,2
A06,F014,road_edge,0.0009685312862486478,62
A06,F015,tree_shade_street,0.016057976424763865,20
A06,F016,construction scaffolding,0.0085375747781094,33
A06,F017,building facade,0.02315933672072971,15
A06,F018,small alley flowerbed,0.005089822170999592,41
A06,F019,road_and_building,0.004776675746477772,44
A06,F020,advertising_wall,0.003432042920260888,49
A06,F021,road_and_building,0.05047894762320584,5
A06,F022,tree_canopy_and_road,0.03766286872380555,10
A06,F023,street_corner_cafe,0.0048257830638869905,43
A06,F024,road_edge,0.010728552437305548,29
A06,F025,shaded alley,0.01173699796495553,26
A06,F026,tree_shadows,0.0004885130769760692,63
A06,F027,car_top_heat,0.04468963709925171,7
A06,F028,red_car_street,0.03590524568553815,11
A06,F029,electric_bike_parking,0.054110561750473386,4
A06,F030,stone_wall_and_shadows,0.0029145541986523647,50
A06,F031,road_edge,0.004332498896830879,47
A06,F032,tree-lined walk,0.0022234443453505843,53
A06,F033,zebra_crossing,0.005069923234324292,42
A06,F034,red_door_street,0.005824337307224687,39
A06,F035,small alley entrance,0.014412066715199902,23
A06,F036,pedestrian walk,0.04722715881352997,6
A06,F037,street_corner_shops,0.0047240773875465705,45
A06,F038,red-yellow hotspot,0.005411463463224903,40
A06,F039,red car corner,0.0014344689613825642,57
A06,F040,cobblestone,0.01683484953145568,19
A06,F041,concrete_wall,0.0027483806222060032,52
A06,F042,Red-yellow glow street,0.020791014152216857,16
A06,F043,tree_shadows,0.01006595275643329,30
A06,F044,road_and_buildings,0.014088679902213599,25
A06,F045,underpass glow,0.02434570899795006,14
A06,F046,window_heat_zone,0.01138323909072798,28
A06,F047,underpass,0.005994816501548161,38
A06,F048,shaded path,0.001463444606015018,56
A06,F049,red_wall_yellow_wall,0.0018568849855424333,55
A06,F050,greenery_and_water,0.002098465058863615,54
A06,F051,zebra_crossing,0.004492737702689871,46
A06,F052,palm_tree_street,0.020525113156292532,17
A06,F053,road_marking,0.032644496535955865,12
A06,F054,highlighted_lane,0.06437538750560894,1
A06,F055,small alley entrance,0.0013886199493938621,58
A06,F056,stone_wall_street,0.009442103636455038,32
A06,F057,streetlight illumination,0.01150146903027245,27
A06,F058,shaded alley,0.054226115224851004,3
A06,F059,road_edge,0.0028600939509094395,51
A06,F060,street_corner_shop,0.006457612239312293,36
A06,F061,sunlit street,0.007425328949205811,34
A06,F062,shaded alley,0.0036427854601378913,48
A06,F063,blue_wall_graffiti,0.00023913634425579372,64
A07,F000,red brick corner,0.006609129655025915,38
A07,F001,shaded_corner,0.05514022102409985,2
A07,F002,shaded patches,0.007895138246508452,36
A07,F003,building facade,0.0010707770280544986,61
A07,F004,highlighted_buildings,0.011711521392379774,27
A07,F005,palm_trees_and_buildings,0.0007976434951172849,62
A07,F006,small alley entrance,0.001615991330846941,57
A07,F007,roof_and_eaves,0.032170334259296954,9
A07,F008,stone_wall_and_retaining_wall,0.013362721799635323,24
A07,F009,highlighted road,0.011390896547077459,29
A07,F010,green_wall,0.035562219935776775,7
A07,F011,road_edge,0.02208825617047837,17
A07,F012,bamboo,0.012715740398917666,25
A07,F013,tree-lined_driveway,0.03600496529858935,6
A07,F014,road_edge,0.0016768176422505175,56
A07,F015,tree_shade_street,0.008006848106874636,35
A07,F016,construction scaffolding,0.0047198878175659835,44
A07,F017,building facade,0.011484592461374123,28
A07,F018,small alley flowerbed,0.010786727511693859,30
A07,F019,road_and_building,0.00659813412950296,39
A07,F020,advertising_wall,0.002604418891155059,50
A07,F021,road_and_building,0.042213577087757866,4
A07,F022,tree_canopy_and_road,0.017616703466585067,19
A07,F023,street_corner_cafe,0.005535662232428565,43
A07,F024,road_edge,0.003956634583126875,48
A07,F025,shaded alley,0.01449338934968719,22
A07,F026,tree_shadows,0.00017826788188278958,64
A07,F027,car_top_heat,0.014971343788908369,21
A07,F028,red_car_street,0.028537248863366792,10
A07,F029,electric_bike_parking,0.025699818410065724,13
A07,F030,stone_wall_and_shadows,0.008081477312019794,34
A07,F031,road_edge,0.0043704874480227475,47
A07,F032,tree-lined walk,0.002020954196383829,51
A07,F033,zebra_crossing,0.009422814452144431,32
A07,F034,red_door_street,0.0036158902655910705,49
A07,F035,small alley entrance,0.027041740418569243,11
A07,F036,pedestrian walk,0.04665342992551584,3
A07,F037,street_corner_shops,0.0064186965108624094,40
A07,F038,red-yellow hotspot,0.004453889678851112,46
A07,F039,red car corner,0.0014295352916598237,58
A07,F040,cobblestone,0.024822398868069133,15
A07,F041,concrete_wall,0.006994674890383968,37
A07,F042,Red-yellow glow street,0.024865094259727414,14
A07,F043,tree_shadows,0.012028052159029924,26
A07,F044,road_and_buildings,0.010755963434964742,31
A07,F045,underpass glow,0.020309086561923758,18
A07,F046,window_heat_zone,0.01724800244053877,20
A07,F047,underpass,0.004552381513854596,45
A07,F048,shaded path,0.0011092613673848383,59
A07,F049,red_wall_yellow_wall,0.002018731696544083,52
A07,F050,greenery_and_water,0.0018854986798350951,55
A07,F051,zebra_crossing,0.008570895171467032,33
A07,F052,palm_tree_street,0.03249060818357194,8
A07,F053,road_marking,0.022601185738756607,16
A07,F054,highlighted_lane,0.1511713977839571,1
A07,F055,small alley entrance,0.0010882061057451388,60
A07,F056,stone_wall_street,0.005848683788805432,42
A07,F057,streetlight illumination,0.025744385380536423,12
A07,F058,shaded alley,0.04153419397885023,5
A07,F059,road_edge,0.0019850432779205634,53
A07,F060,street_corner_shop,0.013409862190973095,23
A07,F061,sunlit street,0.006047422063949041,41
A07,F062,shaded alley,0.0019683160422845803,54
A07,F063,blue_wall_graffiti,0.00022611011527521802,63
A08,F000,red brick corner,0.0071312093112910835,35
A08,F001,shaded_corner,0.025381012436300164,15
A08,F002,shaded patches,0.003537816949362687,48
A08,F003,building facade,0.0010621078845891197,61
A08,F004,highlighted_buildings,0.007446742045814482,33
A08,F005,palm_trees_and_buildings,0.0005038110929976433,62
A08,F006,small alley entrance,0.0011261588502694258,59
A08,F007,roof_and_eaves,0.041603463256297823,6
A08,F008,stone_wall_and_retaining_wall,0.014586184751559744,22
A08,F009,highlighted road,0.03485438031114482,11
A08,F010,green_wall,0.013386530747853748,24
A08,F011,road_edge,0.031131675224553727,13
A08,F012,bamboo,0.014337608886641656,23
A08,F013,tree-lined_driveway,0.05178514521286231,3
A08,F014,road_edge,0.0011111450133235695,60
A08,F015,tree_shade_street,0.006360781533174284,38
A08,F016,construction scaffolding,0.005373258515993611,41
A08,F017,building facade,0.015024976244235414,20
A08,F018,small alley flowerbed,0.011097404930931507,27
A08,F019,road_and_building,0.008063883391887298,31
A08,F020,advertising_wall,0.005607668099277301,39
A08,F021,road_and_building,0.03522451982359226,10
A08,F022,tree_canopy_and_road,0.02796629829491244,14
A08,F023,street_corner_cafe,0.004518922762042308,43
A08,F024,road_edge,0.007113168491090015,36
A08,F025,shaded alley,0.013241114472273318,25
A08,F026,tree_shadows,0.00034713443970782107,63
A08,F027,car_top_heat,0.04367270900956139,5
A08,F028,red_car_street,0.033928970990361115,12
A08,F029,electric_bike_parking,0.04004020802397564,8
A08,F030,stone_wall_and_shadows,0.0018807252361289098,52
A08,F031,road_edge,0.0047041741372613405,42
A08,F032,tree-lined walk,0.00173446140523702,54
A08,F033,zebra_crossing,0.011479046979748756,26
A08,F034,red_door_street,0.007396009806457112,34
A08,F035,small alley entrance,0.007571090517938629,32
A08,F036,pedestrian walk,0.046962434411326824,4
A08,F037,street_corner_shops,0.004480056297045374,44
A08,F038,red-yellow hotspot,0.00415435289878446,46
A08,F039,red car corner,0.0014650598955230675,56
A08,F040,cobblestone,0.0192365996662085,18
A08,F041,concrete_wall,0.0020237199251051693,50
A08,F042,Red-yellow glow street,0.015980776476901454,19
A08,F043,tree_shadows,0.008155661524185355,30
A08,F044,road_and_buildings,0.011096799534280465,28
A08,F045,underpass glow,0.03907496360355334,9
A08,F046,window_heat_zone,0.025230752987511394,16
A08,F047,underpass,0.008494925807429622,29
A08,F048,shaded path,0.0012235066317570742,58
A08,F049,red_wall_yellow_wall,0.0013955603599833783,57
A08,F050,greenery_and_water,0.002147341921248066,49
A08,F051,zebra_crossing,0.0040027615773633955,47
A08,F052,palm_tree_street,0.040873354895140455,7
A08,F053,road_marking,0.024631773540969855,17
A08,F054,highlighted_lane,0.07004269741500473,2
A08,F055,small alley entrance,0.0014990831873116612,55
A08,F056,stone_wall_street,0.005564442778392861,40
A08,F057,streetlight illumination,0.014854859785292445,21
A08,F058,shaded alley,0.09063986551476635,1
A08,F059,road_edge,0.001991149585279078,51
A08,F060,street_corner_shop,0.00699172592289087,37
A08,F061,sunlit street,0.004467342967373479,45
A08,F062,shaded alley,0.0018390739465371797,53
A08,F063,blue_wall_graffiti,0.00014783786218460046,64
